,Financial_Planning,Financial_Goals,Analyze_Financial_Position,Tax_Saving_Schemes,Prompt_Installment_Payments,Profile_Risk,Recommended_Course
3437,3,3,5,1,2,2,"Budget & Savings, Debt Management, Financial Planning"
3438,4,4,4,2,3,2,"Debt Management, Investment Basics, Understanding Taxes"
3439,3,3,4,5,4,4,"Budget & Savings, Financial Planning"
3440,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3441,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
3442,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
3443,3,5,4,5,3,2,"Debt Management, Financial Planning, Investment Basics"
3444,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3445,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
3446,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3447,4,4,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
3448,2,3,4,4,4,4,"Budget & Savings, Financial Planning"
3449,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3450,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3451,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3452,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3453,3,2,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
3454,3,3,4,3,3,4,"Budget & Savings, Debt Management, Financial Planning"
3455,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3456,4,4,4,4,3,3,"Debt Management, Investment Basics"
3457,3,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3458,4,5,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3459,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3460,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3461,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3462,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3463,5,5,5,2,3,5,"Debt Management, Understanding Taxes"
3464,5,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3465,3,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
3466,3,3,3,4,2,4,"Budget & Savings, Debt Management, Financial Planning"
3467,4,5,5,3,3,5,"Debt Management, Understanding Taxes"
3468,3,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
3469,4,3,4,4,4,3,"Budget & Savings, Investment Basics"
3470,4,4,4,4,3,3,"Debt Management, Investment Basics"
3471,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3472,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3473,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3474,3,4,4,3,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
3475,5,4,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3476,2,2,4,3,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
3477,4,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3478,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3479,4,4,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3480,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3481,3,3,4,5,2,2,"Budget & Savings, Debt Management, Financial Planning"
3482,4,5,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3483,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3484,4,4,4,5,4,2,"Debt Management, Investment Basics, Understanding Taxes"
3485,5,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3486,2,1,2,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
3487,4,4,3,4,4,2,"Frugal Living and Spending Wisely, Investment Basics"
3488,4,4,3,3,4,3,"Frugal Living and Spending Wisely, Investment Basics, Understanding Taxes"
3489,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3490,3,3,3,2,3,4,"Budget & Savings, Debt Management, Financial Planning"
3491,4,4,4,4,3,2,"Debt Management, Investment Basics"
3492,2,2,3,3,2,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3493,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3494,3,4,3,4,3,2,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
3495,3,3,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
3496,4,5,5,3,4,3,"Investment Basics, Understanding Taxes"
3497,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3498,4,4,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3499,2,3,4,5,4,4,"Budget & Savings, Financial Planning"
3500,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3501,3,3,4,2,3,4,"Budget & Savings, Debt Management, Financial Planning"
3502,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3503,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
3504,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3505,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3506,3,4,4,5,4,1,"Financial Planning, Investment Basics"
3507,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3508,4,5,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3509,3,2,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
3510,4,5,4,3,3,3,"Debt Management, Investment Basics, Understanding Taxes"
3511,3,4,4,4,4,2,"Financial Planning, Investment Basics"
3512,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3513,4,4,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3514,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3515,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3516,3,2,4,1,3,1,"Budget & Savings, Debt Management, Financial Planning"
3517,4,4,4,2,4,3,"Investment Basics, Understanding Taxes"
3518,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3519,3,3,4,5,2,2,"Budget & Savings, Debt Management, Financial Planning"
3520,3,3,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
3521,3,4,4,2,3,3,"Debt Management, Financial Planning, Investment Basics"
3522,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3523,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3524,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
3525,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3526,2,3,3,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
3527,3,4,4,1,3,2,"Debt Management, Financial Planning, Investment Basics"
3528,2,4,3,2,4,3,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
3529,4,5,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3530,4,5,3,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3531,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3532,3,3,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
3533,3,4,4,4,3,4,"Debt Management, Financial Planning"
3534,3,4,4,2,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
3535,2,3,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
3536,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
3537,5,3,5,1,2,4,"Budget & Savings, Debt Management, Understanding Taxes"
3538,3,3,3,3,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3539,3,2,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
3540,5,4,4,5,4,2,"Debt Management, Investment Basics, Understanding Taxes"
3541,4,3,4,4,4,3,"Budget & Savings, Investment Basics"
3542,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3543,3,4,4,2,4,2,"Financial Planning, Investment Basics, Understanding Taxes"
3544,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3545,3,2,4,5,4,2,"Budget & Savings, Financial Planning, Investment Basics"
3546,3,2,5,3,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
3547,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3548,3,2,3,4,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3549,2,3,4,2,2,4,"Budget & Savings, Debt Management, Financial Planning"
3550,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3551,5,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3552,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3553,4,4,4,4,3,5,"Debt Management, Investment Basics, Understanding Taxes"
3554,3,2,3,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
3555,3,4,3,4,3,4,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
3556,3,3,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
3557,5,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3558,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
3559,3,4,4,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
3560,5,5,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3561,2,3,4,4,2,3,"Budget & Savings, Debt Management, Financial Planning"
3562,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3563,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3564,4,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3565,3,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3566,3,4,4,4,3,4,"Debt Management, Financial Planning"
3567,4,5,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3568,4,4,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3569,3,2,4,5,4,4,"Budget & Savings, Financial Planning"
3570,4,3,4,5,4,3,"Budget & Savings, Investment Basics"
3571,4,2,4,2,3,2,"Budget & Savings, Debt Management, Investment Basics"
3572,4,4,4,4,3,3,"Debt Management, Investment Basics"
3573,3,3,3,5,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3574,4,4,4,3,4,3,"Investment Basics, Understanding Taxes"
3575,3,3,4,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
3576,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3577,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3578,4,4,4,2,3,5,"Debt Management, Understanding Taxes"
3579,3,3,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
3580,3,3,3,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
3581,3,4,4,3,4,1,"Financial Planning, Investment Basics, Understanding Taxes"
3583,3,4,4,3,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
3584,4,5,3,4,4,3,"Frugal Living and Spending Wisely, Investment Basics"
3585,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3586,3,4,4,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3587,4,3,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3588,3,3,3,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
3589,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3590,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3591,3,3,4,5,3,4,"Budget & Savings, Debt Management, Financial Planning"
3592,3,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3593,3,4,4,2,4,4,"Financial Planning, Understanding Taxes"
3594,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3595,4,4,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3596,2,3,3,5,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3597,3,4,4,3,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
3598,4,5,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3599,4,5,5,2,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3600,4,4,4,3,3,4,"Debt Management, Understanding Taxes"
3601,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3602,4,4,5,5,3,3,"Debt Management, Investment Basics"
3603,3,3,4,5,3,3,"Budget & Savings, Debt Management, Financial Planning"
3604,4,5,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3605,4,4,3,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3606,4,5,5,4,5,4,"Debt Management, Investment Basics, Understanding Taxes"
3607,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3608,2,3,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
3609,3,4,5,3,4,4,"Financial Planning, Understanding Taxes"
3610,3,4,3,4,4,4,"Financial Planning, Frugal Living and Spending Wisely"
3611,4,4,4,3,3,2,"Debt Management, Investment Basics, Understanding Taxes"
3612,4,5,5,2,3,3,"Debt Management, Investment Basics, Understanding Taxes"
3613,4,3,3,4,3,3,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
3614,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3615,5,5,5,3,5,4,"Debt Management, Investment Basics, Understanding Taxes"
3616,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3617,3,3,3,3,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3618,4,3,4,2,3,3,"Budget & Savings, Debt Management, Investment Basics"
3619,4,4,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3620,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3621,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
3622,2,3,3,5,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3623,3,4,4,4,3,5,"Debt Management, Financial Planning"
3624,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
3625,5,5,5,2,3,2,"Debt Management, Investment Basics, Understanding Taxes"
3626,2,2,3,1,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3627,5,5,5,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
3628,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3629,4,3,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3630,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3631,3,3,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
3632,4,3,4,2,4,4,"Budget & Savings, Understanding Taxes"
3633,3,3,4,3,4,3,"Budget & Savings, Financial Planning, Investment Basics"
3634,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3635,3,4,4,4,4,3,"Financial Planning, Investment Basics"
3636,3,5,5,5,4,5,"Debt Management, Investment Basics, Understanding Taxes"
3637,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
3638,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3639,4,4,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3640,5,5,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
3641,4,4,4,3,4,3,"Investment Basics, Understanding Taxes"
3642,4,3,4,5,3,3,"Budget & Savings, Debt Management, Investment Basics"
3643,5,5,5,4,3,5,"Debt Management, Investment Basics, Understanding Taxes"
3644,3,3,3,5,3,3,"Budget & Savings, Debt Management, Financial Planning"
3645,4,4,4,4,3,3,"Debt Management, Investment Basics"
3646,4,5,5,3,3,4,"Debt Management, Understanding Taxes"
3647,4,4,4,2,4,2,"Investment Basics, Understanding Taxes"
3648,4,5,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3649,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3651,3,4,4,5,4,2,"Financial Planning, Investment Basics"
3652,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3653,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3654,4,5,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3655,3,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3656,3,3,4,1,3,1,"Budget & Savings, Debt Management, Financial Planning"
3657,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
3658,4,4,4,2,3,2,"Debt Management, Investment Basics, Understanding Taxes"
3659,4,4,3,4,3,4,"Debt Management, Frugal Living and Spending Wisely"
3660,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3661,4,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3662,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3663,4,4,3,4,3,2,"Debt Management, Frugal Living and Spending Wisely, Investment Basics"
3664,4,3,4,5,4,3,"Budget & Savings, Investment Basics"
3665,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
3666,3,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
3667,2,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
3668,5,5,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3669,3,3,4,3,4,2,"Budget & Savings, Financial Planning, Investment Basics"
3670,4,4,3,4,4,3,"Frugal Living and Spending Wisely, Investment Basics"
3671,4,4,4,3,3,3,"Debt Management, Investment Basics, Understanding Taxes"
3672,3,3,4,3,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
3673,4,5,4,4,5,4,"Debt Management, Investment Basics, Understanding Taxes"
3674,4,3,4,3,2,3,"Budget & Savings, Debt Management, Investment Basics"
3675,3,2,4,5,3,2,"Budget & Savings, Debt Management, Financial Planning"
3676,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3677,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3678,4,5,4,1,3,4,"Debt Management, Understanding Taxes"
3679,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
3680,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3681,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3682,4,5,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
3683,3,4,4,2,4,2,"Financial Planning, Investment Basics, Understanding Taxes"
3684,3,4,4,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
3685,3,3,4,2,4,2,"Budget & Savings, Financial Planning, Investment Basics"
3686,5,5,4,2,3,5,"Debt Management, Understanding Taxes"
3687,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3689,4,5,5,5,3,5,"Debt Management, Investment Basics, Understanding Taxes"
3690,4,3,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
3691,3,3,5,4,5,4,"Budget & Savings, Financial Planning"
3692,3,4,4,2,3,3,"Debt Management, Financial Planning, Investment Basics"
3693,4,4,4,2,3,3,"Debt Management, Investment Basics, Understanding Taxes"
3694,5,5,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
